country,year,value,source
AFG,1949,0.014656,global_emissions_dataset
AFG,1950,0.084272,global_emissions_dataset
AFG,1951,0.0916,global_emissions_dataset
AFG,1952,0.0916,global_emissions_dataset
AFG,1953,0.106256,global_emissions_dataset
AFG,1954,0.106256,global_emissions_dataset
AFG,1955,0.153888,global_emissions_dataset
AFG,1956,0.1832,global_emissions_dataset
AFG,1957,0.29312,global_emissions_dataset
AFG,1958,0.32976,global_emissions_dataset
AFG,1959,0.384571,global_emissions_dataset
AFG,1960,0.413885,global_emissions_dataset
AFG,1961,0.490798,global_emissions_dataset
AFG,1962,0.688594,global_emissions_dataset
AFG,1963,0.706736,global_emissions_dataset
AFG,1964,0.838551,global_emissions_dataset
AFG,1965,1.006917,global_emissions_dataset
AFG,1966,1.091159,global_emissions_dataset
AFG,1967,1.281865,global_emissions_dataset
AFG,1968,1.223391,global_emissions_dataset
AFG,1969,0.941232,global_emissions_dataset
AFG,1970,1.670397,global_emissions_dataset
AFG,1971,1.893554,global_emissions_dataset
AFG,1972,1.530347,global_emissions_dataset
AFG,1973,1.635454,global_emissions_dataset
AFG,1974,1.913152,global_emissions_dataset
AFG,1975,2.121383,global_emissions_dataset
AFG,1976,1.980859,global_emissions_dataset
AFG,1977,2.384175,global_emissions_dataset
AFG,1978,2.1533,global_emissions_dataset
AFG,1979,2.232754,global_emissions_dataset
AFG,1980,1.756302,global_emissions_dataset
AFG,1981,1.978463,global_emissions_dataset
AFG,1982,2.094581,global_emissions_dataset
AFG,1983,2.519954,global_emissions_dataset
AFG,1984,2.82154,global_emissions_dataset
AFG,1985,3.501422,global_emissions_dataset
AFG,1986,3.133645,global_emissions_dataset
AFG,1987,3.113826,global_emissions_dataset
AFG,1988,2.856896,global_emissions_dataset
AFG,1989,2.764855,global_emissions_dataset
AFG,1990,2.024326,global_emissions_dataset
AFG,1991,1.914301,global_emissions_dataset
AFG,1992,1.482054,global_emissions_dataset
AFG,1993,1.486943,global_emissions_dataset
AFG,1994,1.453829,global_emissions_dataset
AFG,1995,1.417327,global_emissions_dataset
AFG,1996,1.370104,global_emissions_dataset
AFG,1997,1.304152,global_emissions_dataset
AFG,1998,1.278504,global_emissions_dataset
AFG,1999,1.09164,global_emissions_dataset
AFG,2000,1.047128,global_emissions_dataset
AFG,2001,1.069098,global_emissions_dataset
AFG,2002,1.340995,global_emissions_dataset
AFG,2003,1.559602,global_emissions_dataset
AFG,2004,1.237247,global_emissions_dataset
AFG,2005,1.889507,global_emissions_dataset
AFG,2006,2.159318,global_emissions_dataset
AFG,2007,2.799909,global_emissions_dataset
AFG,2008,4.254477,global_emissions_dataset
AFG,2009,6.391888,global_emissions_dataset
AFG,2010,8.364803,global_emissions_dataset
AFG,2011,11.838316,global_emissions_dataset
AFG,2012,10.035314,global_emissions_dataset
AFG,2013,9.25051,global_emissions_dataset
AFG,2014,9.170309,global_emissions_dataset
AFG,2015,9.791093,global_emissions_dataset
AFG,2016,9.067598,global_emissions_dataset
AFG,2017,9.867969,global_emissions_dataset
AFG,2018,10.818048,global_emissions_dataset
AFG,2019,11.081621,global_emissions_dataset
AFG,2020,11.681766,global_emissions_dataset
AFG,2021,11.874211,global_emissions_dataset
ALB,1933,0.007328,global_emissions_dataset
ALB,1934,0.007328,global_emissions_dataset
ALB,1935,0.01832,global_emissions_dataset
ALB,1936,0.12821,global_emissions_dataset
ALB,1937,0.296725,global_emissions_dataset
ALB,1938,0.34808,global_emissions_dataset
ALB,1939,0.432352,global_emissions_dataset
ALB,1940,0.692496,global_emissions_dataset
ALB,1941,0.626485,global_emissions_dataset
ALB,1942,0.743792,global_emissions_dataset
ALB,1943,0.461664,global_emissions_dataset
ALB,1944,0.153888,global_emissions_dataset
ALB,1945,0.120912,global_emissions_dataset
ALB,1946,0.483648,global_emissions_dataset
ALB,1947,0.926992,global_emissions_dataset
ALB,1948,0.703488,global_emissions_dataset
ALB,1949,1.014928,global_emissions_dataset
ALB,1950,0.296725,global_emissions_dataset
ALB,1951,0.402981,global_emissions_dataset
ALB,1952,0.373669,global_emissions_dataset
ALB,1953,0.413973,global_emissions_dataset
ALB,1954,0.501909,global_emissions_dataset
ALB,1955,0.663006,global_emissions_dataset
ALB,1956,0.838789,global_emissions_dataset
ALB,1957,1.505607,global_emissions_dataset
ALB,1958,1.201465,global_emissions_dataset
ALB,1959,1.443319,global_emissions_dataset
ALB,1960,2.022231,global_emissions_dataset
ALB,1961,2.278533,global_emissions_dataset
ALB,1962,2.461733,global_emissions_dataset
ALB,1963,2.080617,global_emissions_dataset
ALB,1964,2.014695,global_emissions_dataset
ALB,1965,2.172159,global_emissions_dataset
ALB,1966,2.549579,global_emissions_dataset
ALB,1967,2.677493,global_emissions_dataset
ALB,1968,3.069214,global_emissions_dataset
ALB,1969,3.241303,global_emissions_dataset
ALB,1970,3.739486,global_emissions_dataset
ALB,1971,4.348023,global_emissions_dataset
ALB,1972,5.637977,global_emissions_dataset
ALB,1973,5.286406,global_emissions_dataset
ALB,1974,4.341512,global_emissions_dataset
ALB,1975,4.591172,global_emissions_dataset
ALB,1976,4.947198,global_emissions_dataset
ALB,1977,5.717343,global_emissions_dataset
ALB,1978,6.491245,global_emissions_dataset
ALB,1979,7.583971,global_emissions_dataset
ALB,1980,5.170837,global_emissions_dataset
ALB,1981,7.339622,global_emissions_dataset
ALB,1982,7.307607,global_emissions_dataset
ALB,1983,7.630809,global_emissions_dataset
ALB,1984,7.825903,global_emissions_dataset
ALB,1985,7.88154,global_emissions_dataset
ALB,1986,8.058077,global_emissions_dataset
ALB,1987,7.447081,global_emissions_dataset
ALB,1988,7.329222,global_emissions_dataset
ALB,1989,8.986169,global_emissions_dataset
ALB,1990,5.520602,global_emissions_dataset
ALB,1991,4.290226,global_emissions_dataset
ALB,1992,2.517116,global_emissions_dataset
ALB,1993,2.337999,global_emissions_dataset
ALB,1994,1.923806,global_emissions_dataset
ALB,1995,2.089065,global_emissions_dataset
ALB,1996,2.017508,global_emissions_dataset
ALB,1997,1.543009,global_emissions_dataset
ALB,1998,1.754709,global_emissions_dataset
ALB,1999,2.986196,global_emissions_dataset
ALB,2000,3.024926,global_emissions_dataset
ALB,2001,3.220656,global_emissions_dataset
ALB,2002,3.748272,global_emissions_dataset
ALB,2003,4.303499,global_emissions_dataset
ALB,2004,4.176684,global_emissions_dataset
ALB,2005,4.261413,global_emissions_dataset
ALB,2006,3.910715,global_emissions_dataset
ALB,2007,3.94897,global_emissions_dataset
ALB,2008,4.397043,global_emissions_dataset
ALB,2009,4.406552,global_emissions_dataset
ALB,2010,4.783865,global_emissions_dataset
ALB,2011,5.314676,global_emissions_dataset
ALB,2012,4.85006,global_emissions_dataset
ALB,2013,5.287466,global_emissions_dataset
ALB,2014,5.999658,global_emissions_dataset
ALB,2015,4.712137,global_emissions_dataset
ALB,2016,4.631977,global_emissions_dataset
ALB,2017,5.564149,global_emissions_dataset
ALB,2018,4.984045,global_emissions_dataset
ALB,2019,4.947485,global_emissions_dataset
ALB,2020,4.728559,global_emissions_dataset
ALB,2021,4.619109,global_emissions_dataset
DZA,1916,0.003664,global_emissions_dataset
DZA,1917,0.007328,global_emissions_dataset
DZA,1918,0.01832,global_emissions_dataset
DZA,1919,0.01832,global_emissions_dataset
DZA,1920,0.021984,global_emissions_dataset
DZA,1921,0.025648,global_emissions_dataset
DZA,1922,0.025648,global_emissions_dataset
DZA,1923,0.014656,global_emissions_dataset
DZA,1924,0.029312,global_emissions_dataset
DZA,1925,0.032976,global_emissions_dataset
DZA,1926,0.040304,global_emissions_dataset
DZA,1927,0.058624,global_emissions_dataset
DZA,1928,0.073072,global_emissions_dataset
DZA,1929,0.080381,global_emissions_dataset
DZA,1930,0.084005,global_emissions_dataset
DZA,1931,0.098619,global_emissions_dataset
DZA,1932,0.113227,global_emissions_dataset
DZA,1933,0.120615,global_emissions_dataset
DZA,1934,0.138846,global_emissions_dataset
DZA,1935,0.131644,global_emissions_dataset
DZA,1936,0.051029,global_emissions_dataset
DZA,1937,0.069349,global_emissions_dataset
DZA,1938,0.032976,global_emissions_dataset
DZA,1939,0.161216,global_emissions_dataset
DZA,1940,0.23816,global_emissions_dataset
DZA,1941,0.31144,global_emissions_dataset
DZA,1942,0.498304,global_emissions_dataset
DZA,1943,0.468665,global_emissions_dataset
DZA,1944,0.497921,global_emissions_dataset
DZA,1945,0.615136,global_emissions_dataset
DZA,1946,0.761639,global_emissions_dataset
DZA,1947,0.743287,global_emissions_dataset
DZA,1948,0.801884,global_emissions_dataset
DZA,1949,0.908165,global_emissions_dataset
DZA,1950,3.783605,global_emissions_dataset
DZA,1951,4.131179,global_emissions_dataset
DZA,1952,3.889207,global_emissions_dataset
DZA,1953,3.999006,global_emissions_dataset
DZA,1954,4.152302,global_emissions_dataset
DZA,1955,4.606578,global_emissions_dataset
DZA,1956,4.995053,global_emissions_dataset
DZA,1957,5.537086,global_emissions_dataset
DZA,1958,5.214119,global_emissions_dataset
DZA,1959,5.657017,global_emissions_dataset
DZA,1960,6.151241,global_emissions_dataset
DZA,1961,6.05592,global_emissions_dataset
DZA,1962,5.66101,global_emissions_dataset
DZA,1963,5.419154,global_emissions_dataset
DZA,1964,5.643044,global_emissions_dataset
DZA,1965,6.588533,global_emissions_dataset
DZA,1966,8.420862,global_emissions_dataset
DZA,1967,8.431587,global_emissions_dataset
DZA,1968,9.050236,global_emissions_dataset
DZA,1969,11.262968,global_emissions_dataset
DZA,1970,15.05896,global_emissions_dataset
DZA,1971,18.649531,global_emissions_dataset
DZA,1972,28.32264,global_emissions_dataset
DZA,1973,38.277401,global_emissions_dataset
DZA,1974,31.87666,global_emissions_dataset
DZA,1975,32.001207,global_emissions_dataset
DZA,1976,39.13107,global_emissions_dataset
DZA,1977,41.844913,global_emissions_dataset
DZA,1978,62.455266,global_emissions_dataset
DZA,1979,45.545552,global_emissions_dataset
DZA,1980,66.416467,global_emissions_dataset
DZA,1981,46.341982,global_emissions_dataset
DZA,1982,39.173029,global_emissions_dataset
DZA,1983,52.503909,global_emissions_dataset
DZA,1984,70.94653,global_emissions_dataset
DZA,1985,72.609068,global_emissions_dataset
DZA,1986,76.080388,global_emissions_dataset
DZA,1987,83.883502,global_emissions_dataset
DZA,1988,83.708041,global_emissions_dataset
DZA,1989,79.808266,global_emissions_dataset
DZA,1990,76.737628,global_emissions_dataset
DZA,1991,78.806834,global_emissions_dataset
DZA,1992,79.883305,global_emissions_dataset
DZA,1993,81.94397,global_emissions_dataset
DZA,1994,86.147476,global_emissions_dataset
DZA,1995,94.981417,global_emissions_dataset
DZA,1996,96.786277,global_emissions_dataset
DZA,1997,87.004706,global_emissions_dataset
DZA,1998,106.62101,global_emissions_dataset
DZA,1999,91.668212,global_emissions_dataset
DZA,2000,82.22101,global_emissions_dataset
DZA,2001,83.780203,global_emissions_dataset
DZA,2002,89.406933,global_emissions_dataset
DZA,2003,91.048404,global_emissions_dataset
DZA,2004,87.853359,global_emissions_dataset
DZA,2005,106.472836,global_emissions_dataset
DZA,2006,100.202857,global_emissions_dataset
DZA,2007,108.401946,global_emissions_dataset
DZA,2008,109.031978,global_emissions_dataset
DZA,2009,120.184849,global_emissions_dataset
DZA,2010,117.81301,global_emissions_dataset
DZA,2011,119.807538,global_emissions_dataset
DZA,2012,135.674294,global_emissions_dataset
DZA,2013,140.786376,global_emissions_dataset
DZA,2014,151.282783,global_emissions_dataset
DZA,2015,160.08745,global_emissions_dataset
DZA,2016,158.748363,global_emissions_dataset
DZA,2017,166.411374,global_emissions_dataset
DZA,2018,173.911594,global_emissions_dataset
DZA,2019,179.504831,global_emissions_dataset
DZA,2020,172.504477,global_emissions_dataset
DZA,2021,176.26907,global_emissions_dataset
AND,1990,0.406704,global_emissions_dataset
AND,1991,0.406704,global_emissions_dataset
AND,1992,0.406704,global_emissions_dataset
AND,1993,0.410368,global_emissions_dataset
AND,1994,0.406704,global_emissions_dataset
AND,1995,0.425024,global_emissions_dataset
AND,1996,0.454336,global_emissions_dataset
AND,1997,0.465328,global_emissions_dataset
AND,1998,0.490976,global_emissions_dataset
AND,1999,0.51296,global_emissions_dataset
AND,2000,0.523952,global_emissions_dataset
AND,2001,0.523952,global_emissions_dataset
AND,2002,0.53128,global_emissions_dataset
AND,2003,0.534944,global_emissions_dataset
AND,2004,0.560592,global_emissions_dataset
AND,2005,0.575248,global_emissions_dataset
AND,2006,0.545936,global_emissions_dataset
AND,2007,0.538608,global_emissions_dataset
AND,2008,0.538608,global_emissions_dataset
AND,2009,0.516624,global_emissions_dataset
AND,2010,0.516624,global_emissions_dataset
AND,2011,0.490976,global_emissions_dataset
AND,2012,0.487312,global_emissions_dataset
AND,2013,0.47632,global_emissions_dataset
AND,2014,0.461664,global_emissions_dataset
AND,2015,0.465328,global_emissions_dataset
AND,2016,0.468992,global_emissions_dataset
AND,2017,0.465328,global_emissions_dataset
AND,2018,0.49464,global_emissions_dataset
AND,2019,0.479984,global_emissions_dataset
AND,2020,0.448884,global_emissions_dataset
AND,2021,0.452888,global_emissions_dataset
AGO,1950,0.186864,global_emissions_dataset
AGO,1951,0.249152,global_emissions_dataset
AGO,1952,0.31144,global_emissions_dataset
AGO,1953,0.274681,global_emissions_dataset
AGO,1954,0.347904,global_emissions_dataset
AGO,1955,0.413735,global_emissions_dataset
AGO,1956,0.501611,global_emissions_dataset
AGO,1957,0.618681,global_emissions_dataset
AGO,1958,0.592885,global_emissions_dataset
AGO,1959,0.618592,global_emissions_dataset
AGO,1960,0.548951,global_emissions_dataset
AGO,1961,0.453707,global_emissions_dataset
AGO,1962,1.179127,global_emissions_dataset
AGO,1963,1.149723,global_emissions_dataset
AGO,1964,1.222914,global_emissions_dataset
AGO,1965,1.186155,global_emissions_dataset
AGO,1966,1.552466,global_emissions_dataset
AGO,1967,0.991815,global_emissions_dataset
AGO,1968,1.669539,global_emissions_dataset
AGO,1969,2.783093,global_emissions_dataset
AGO,1970,3.577917,global_emissions_dataset
AGO,1971,3.405383,global_emissions_dataset
AGO,1972,4.500532,global_emissions_dataset
AGO,1973,4.873664,global_emissions_dataset
AGO,1974,4.866398,global_emissions_dataset
AGO,1975,4.408811,global_emissions_dataset
AGO,1976,3.280042,global_emissions_dataset
AGO,1977,3.527511,global_emissions_dataset
AGO,1978,5.399808,global_emissions_dataset
AGO,1979,5.489191,global_emissions_dataset
AGO,1980,5.334352,global_emissions_dataset
AGO,1981,5.266774,global_emissions_dataset
AGO,1982,4.635179,global_emissions_dataset
AGO,1983,5.100535,global_emissions_dataset
AGO,1984,4.985847,global_emissions_dataset
AGO,1985,4.676114,global_emissions_dataset
AGO,1986,4.63384,global_emissions_dataset
AGO,1987,5.786029,global_emissions_dataset
AGO,1988,5.049306,global_emissions_dataset
AGO,1989,4.92275,global_emissions_dataset
AGO,1990,5.089864,global_emissions_dataset
AGO,1991,5.064054,global_emissions_dataset
AGO,1992,5.164449,global_emissions_dataset
AGO,1993,5.748389,global_emissions_dataset
AGO,1994,3.864521,global_emissions_dataset
AGO,1995,10.948907,global_emissions_dataset
AGO,1996,10.423993,global_emissions_dataset
AGO,1997,7.347664,global_emissions_dataset
AGO,1998,7.26842,global_emissions_dataset
AGO,1999,9.130235,global_emissions_dataset
AGO,2000,9.516064,global_emissions_dataset
AGO,2001,9.670938,global_emissions_dataset
AGO,2002,12.598124,global_emissions_dataset
AGO,2003,8.98897,global_emissions_dataset
AGO,2004,18.700613,global_emissions_dataset
AGO,2005,19.005991,global_emissions_dataset
AGO,2006,22.10165,global_emissions_dataset
AGO,2007,24.977271,global_emissions_dataset
AGO,2008,25.486267,global_emissions_dataset
AGO,2009,27.564973,global_emissions_dataset
AGO,2010,28.864503,global_emissions_dataset
AGO,2011,30.329742,global_emissions_dataset
AGO,2012,25.539987,global_emissions_dataset
AGO,2013,24.718593,global_emissions_dataset
AGO,2014,25.147586,global_emissions_dataset
AGO,2015,25.530951,global_emissions_dataset
AGO,2016,27.209697,global_emissions_dataset
AGO,2017,24.30409,global_emissions_dataset
AGO,2018,22.779499,global_emissions_dataset
AGO,2019,21.818019,global_emissions_dataset
AGO,2020,20.275732,global_emissions_dataset
AGO,2021,21.362717,global_emissions_dataset
AIA,1990,0.051296,global_emissions_dataset
AIA,1991,0.051296,global_emissions_dataset
AIA,1992,0.05496,global_emissions_dataset
AIA,1993,0.065952,global_emissions_dataset
AIA,1994,0.065952,global_emissions_dataset
AIA,1995,0.065952,global_emissions_dataset
AIA,1996,0.069616,global_emissions_dataset
AIA,1997,0.069616,global_emissions_dataset
AIA,1998,0.076944,global_emissions_dataset
AIA,1999,0.080608,global_emissions_dataset
AIA,2000,0.087936,global_emissions_dataset
AIA,2001,0.095264,global_emissions_dataset
AIA,2002,0.095264,global_emissions_dataset
AIA,2003,0.102592,global_emissions_dataset
AIA,2004,0.120912,global_emissions_dataset
AIA,2005,0.12824,global_emissions_dataset
AIA,2006,0.142896,global_emissions_dataset
AIA,2007,0.150224,global_emissions_dataset
AIA,2008,0.150224,global_emissions_dataset
AIA,2009,0.14656,global_emissions_dataset
AIA,2010,0.150224,global_emissions_dataset
AIA,2011,0.142896,global_emissions_dataset
AIA,2012,0.142896,global_emissions_dataset
AIA,2013,0.117248,global_emissions_dataset
AIA,2014,0.139232,global_emissions_dataset
AIA,2015,0.153888,global_emissions_dataset
AIA,2016,0.153888,global_emissions_dataset
AIA,2017,0.142896,global_emissions_dataset
AIA,2018,0.142896,global_emissions_dataset
AIA,2019,0.153888,global_emissions_dataset
AIA,2020,0.13139,global_emissions_dataset
AIA,2021,0.144744,global_emissions_dataset
ATA,1987,0.003664,global_emissions_dataset
ATA,1988,0.007328,global_emissions_dataset
ATA,1989,0.007328,global_emissions_dataset
ATA,1990,0.010992,global_emissions_dataset
ATA,1991,0.014656,global_emissions_dataset
ATA,1992,0.014656,global_emissions_dataset
ATA,1993,0.014656,global_emissions_dataset
ATA,1994,0.014656,global_emissions_dataset
ATA,1995,0.003664,global_emissions_dataset
ATA,1996,0.003664,global_emissions_dataset
ATA,1997,0.003664,global_emissions_dataset
ATA,1998,0.003664,global_emissions_dataset
ATA,1999,0.003664,global_emissions_dataset
ATA,2000,0.003664,global_emissions_dataset
ATA,2001,0.003664,global_emissions_dataset
ATA,2002,0.003664,global_emissions_dataset
ATA,2003,0.003664,global_emissions_dataset
ATA,2004,0.007328,global_emissions_dataset
ATA,2005,0.007328,global_emissions_dataset
ATA,2006,0.007328,global_emissions_dataset
ATA,2007,0.010992,global_emissions_dataset
ATG,1957,0.021984,global_emissions_dataset
ATG,1958,0.029312,global_emissions_dataset
ATG,1959,0.029312,global_emissions_dataset
ATG,1960,0.03664,global_emissions_dataset
ATG,1961,0.047632,global_emissions_dataset
ATG,1962,0.102592,global_emissions_dataset
ATG,1963,0.084272,global_emissions_dataset
ATG,1964,0.0916,global_emissions_dataset
ATG,1965,0.150224,global_emissions_dataset
ATG,1966,0.34808,global_emissions_dataset
ATG,1967,0.564256,global_emissions_dataset
ATG,1968,0.98928,global_emissions_dataset
ATG,1969,1.256752,global_emissions_dataset
ATG,1970,0.461664,global_emissions_dataset
ATG,1971,0.425024,global_emissions_dataset
ATG,1972,0.373728,global_emissions_dataset
ATG,1973,0.32976,global_emissions_dataset
ATG,1974,0.428688,global_emissions_dataset
ATG,1975,0.707152,global_emissions_dataset
ATG,1976,0.40304,global_emissions_dataset
ATG,1977,0.465328,global_emissions_dataset
ATG,1978,0.490976,global_emissions_dataset
ATG,1979,0.406704,global_emissions_dataset
ATG,1980,0.142896,global_emissions_dataset
ATG,1981,0.106256,global_emissions_dataset
ATG,1982,0.29312,global_emissions_dataset
ATG,1983,0.084272,global_emissions_dataset
ATG,1984,0.14656,global_emissions_dataset
ATG,1985,0.249152,global_emissions_dataset
ATG,1986,0.249152,global_emissions_dataset
ATG,1987,0.2748,global_emissions_dataset
ATG,1988,0.285792,global_emissions_dataset
ATG,1989,0.285792,global_emissions_dataset
ATG,1990,0.21984,global_emissions_dataset
ATG,1991,0.212512,global_emissions_dataset
ATG,1992,0.208848,global_emissions_dataset
ATG,1993,0.216176,global_emissions_dataset
ATG,1994,0.216176,global_emissions_dataset
ATG,1995,0.223504,global_emissions_dataset
ATG,1996,0.23816,global_emissions_dataset
ATG,1997,0.25648,global_emissions_dataset
ATG,1998,0.271136,global_emissions_dataset
ATG,1999,0.282128,global_emissions_dataset
ATG,2000,0.29312,global_emissions_dataset
ATG,2001,0.296784,global_emissions_dataset
ATG,2002,0.32976,global_emissions_dataset
ATG,2003,0.351744,global_emissions_dataset
ATG,2004,0.3664,global_emissions_dataset
ATG,2005,0.373728,global_emissions_dataset
ATG,2006,0.38472,global_emissions_dataset
ATG,2007,0.406704,global_emissions_dataset
ATG,2008,0.417696,global_emissions_dataset
ATG,2009,0.443344,global_emissions_dataset
ATG,2010,0.454336,global_emissions_dataset
ATG,2011,0.443344,global_emissions_dataset
ATG,2012,0.458,global_emissions_dataset
ATG,2013,0.461664,global_emissions_dataset
ATG,2014,0.461664,global_emissions_dataset
ATG,2015,0.479984,global_emissions_dataset
ATG,2016,0.490976,global_emissions_dataset
ATG,2017,0.490976,global_emissions_dataset
ATG,2018,0.498304,global_emissions_dataset
ATG,2019,0.498304,global_emissions_dataset
ATG,2020,0.425453,global_emissions_dataset
ATG,2021,0.468695,global_emissions_dataset
ARG,1887,1.084544,global_emissions_dataset
ARG,1888,0.890352,global_emissions_dataset
ARG,1889,1.755056,global_emissions_dataset
ARG,1890,1.370336,global_emissions_dataset
ARG,1891,0.937984,global_emissions_dataset
ARG,1892,1.384992,global_emissions_dataset
ARG,1893,1.553536,global_emissions_dataset
ARG,1894,1.993216,global_emissions_dataset
ARG,1895,2.264352,global_emissions_dataset
ARG,1896,2.304656,global_emissions_dataset
ARG,1897,2.081152,global_emissions_dataset
ARG,1898,2.348624,global_emissions_dataset
ARG,1899,2.920208,global_emissions_dataset
ARG,1900,2.07016,global_emissions_dataset
ARG,1901,2.49152,global_emissions_dataset
ARG,1902,2.813952,global_emissions_dataset
ARG,1903,2.861584,global_emissions_dataset
ARG,1904,3.795904,global_emissions_dataset
ARG,1905,3.982768,global_emissions_dataset
ARG,1906,6.254448,global_emissions_dataset
ARG,1907,6.254448,global_emissions_dataset
ARG,1908,7.617456,global_emissions_dataset
ARG,1909,5.93568,global_emissions_dataset
ARG,1910,8.907184,global_emissions_dataset
ARG,1911,9.944096,global_emissions_dataset
ARG,1912,9.478768,global_emissions_dataset
ARG,1913,10.145616,global_emissions_dataset
ARG,1914,8.672688,global_emissions_dataset
ARG,1915,6.939616,global_emissions_dataset
ARG,1916,4.986704,global_emissions_dataset
ARG,1917,2.231376,global_emissions_dataset
ARG,1918,2.520832,global_emissions_dataset
ARG,1919,3.726288,global_emissions_dataset
ARG,1920,5.891712,global_emissions_dataset
ARG,1921,5.539968,global_emissions_dataset
ARG,1922,7.298688,global_emissions_dataset
ARG,1923,8.44552,global_emissions_dataset
ARG,1924,10.959024,global_emissions_dataset
ARG,1925,11.237488,global_emissions_dataset
ARG,1926,11.259472,global_emissions_dataset
ARG,1927,13.3736,global_emissions_dataset
ARG,1928,12.738777,global_emissions_dataset
ARG,1929,13.13035,global_emissions_dataset
ARG,1930,12.767495,global_emissions_dataset
ARG,1931,12.843815,global_emissions_dataset
ARG,1932,13.100443,global_emissions_dataset
ARG,1933,13.232287,global_emissions_dataset
ARG,1934,14.23968,global_emissions_dataset
ARG,1935,13.997231,global_emissions_dataset
ARG,1936,15.095986,global_emissions_dataset
ARG,1937,16.710979,global_emissions_dataset
ARG,1938,16.347409,global_emissions_dataset
ARG,1939,17.377469,global_emissions_dataset
ARG,1940,15.864415,global_emissions_dataset
ARG,1941,13.940459,global_emissions_dataset
ARG,1942,13.47918,global_emissions_dataset
ARG,1943,14.07689,global_emissions_dataset
ARG,1944,13.951808,global_emissions_dataset
ARG,1945,13.665986,global_emissions_dataset
ARG,1946,13.702418,global_emissions_dataset
ARG,1947,14.514933,global_emissions_dataset
ARG,1948,17.39162,global_emissions_dataset
ARG,1949,15.364626,global_emissions_dataset
ARG,1950,29.921193,global_emissions_dataset
ARG,1951,34.962916,global_emissions_dataset
ARG,1952,36.095122,global_emissions_dataset
ARG,1953,35.134738,global_emissions_dataset
ARG,1954,36.750355,global_emissions_dataset
ARG,1955,39.559988,global_emissions_dataset
ARG,1956,44.296738,global_emissions_dataset
ARG,1957,47.607775,global_emissions_dataset
ARG,1958,44.192511,global_emissions_dataset
ARG,1959,48.948799,global_emissions_dataset
ARG,1960,48.7645,global_emissions_dataset
ARG,1961,51.12671,global_emissions_dataset
ARG,1962,53.640125,global_emissions_dataset
ARG,1963,50.03266,global_emissions_dataset
ARG,1964,55.670041,global_emissions_dataset
ARG,1965,58.80485,global_emissions_dataset
ARG,1966,63.072667,global_emissions_dataset
ARG,1967,65.475982,global_emissions_dataset
ARG,1968,69.009217,global_emissions_dataset
ARG,1969,77.24887,global_emissions_dataset
ARG,1970,82.648001,global_emissions_dataset
ARG,1971,88.84719,global_emissions_dataset
ARG,1972,90.066762,global_emissions_dataset
ARG,1973,93.976081,global_emissions_dataset
ARG,1974,95.480619,global_emissions_dataset
ARG,1975,94.845785,global_emissions_dataset
ARG,1976,99.699538,global_emissions_dataset
ARG,1977,100.706338,global_emissions_dataset
ARG,1978,102.55616,global_emissions_dataset
ARG,1979,110.616815,global_emissions_dataset
ARG,1980,108.656928,global_emissions_dataset
ARG,1981,101.96936,global_emissions_dataset
ARG,1982,103.351892,global_emissions_dataset
ARG,1983,105.142854,global_emissions_dataset
ARG,1984,106.452518,global_emissions_dataset
ARG,1985,100.531993,global_emissions_dataset
ARG,1986,104.151058,global_emissions_dataset
ARG,1987,114.878426,global_emissions_dataset
ARG,1988,121.40596,global_emissions_dataset
ARG,1989,117.021372,global_emissions_dataset
ARG,1990,112.079088,global_emissions_dataset
ARG,1991,117.505744,global_emissions_dataset
ARG,1992,121.230584,global_emissions_dataset
ARG,1993,117.777485,global_emissions_dataset
ARG,1994,122.229002,global_emissions_dataset
ARG,1995,127.764859,global_emissions_dataset
ARG,1996,134.76207,global_emissions_dataset
ARG,1997,137.641464,global_emissions_dataset
ARG,1998,139.451896,global_emissions_dataset
ARG,1999,147.285131,global_emissions_dataset
ARG,2000,142.358347,global_emissions_dataset
ARG,2001,134.003944,global_emissions_dataset
ARG,2002,124.392348,global_emissions_dataset
ARG,2003,134.631008,global_emissions_dataset
ARG,2004,157.043391,global_emissions_dataset
ARG,2005,161.4342,global_emissions_dataset
ARG,2006,174.608992,global_emissions_dataset
ARG,2007,174.24576,global_emissions_dataset
ARG,2008,188.106,global_emissions_dataset
ARG,2009,178.9492,global_emissions_dataset
ARG,2010,186.733136,global_emissions_dataset
ARG,2011,190.273774,global_emissions_dataset
ARG,2012,191.292113,global_emissions_dataset
ARG,2013,189.537746,global_emissions_dataset
ARG,2014,188.396537,global_emissions_dataset
ARG,2015,191.743835,global_emissions_dataset
ARG,2016,189.920431,global_emissions_dataset
ARG,2017,186.898875,global_emissions_dataset
ARG,2018,180.599336,global_emissions_dataset
ARG,2019,178.511615,global_emissions_dataset
ARG,2020,169.262697,global_emissions_dataset
ARG,2021,186.448284,global_emissions_dataset
ARM,1830,4e-05,global_emissions_dataset
ARM,1831,4.9e-05,global_emissions_dataset
ARM,1832,3.2e-05,global_emissions_dataset
ARM,1833,4e-05,global_emissions_dataset
ARM,1850,0.000251,global_emissions_dataset
ARM,1855,0.000761,global_emissions_dataset
ARM,1858,0.001069,global_emissions_dataset
ARM,1859,0.001134,global_emissions_dataset
ARM,1860,0.001498,global_emissions_dataset
ARM,1861,0.001903,global_emissions_dataset
ARM,1862,0.001717,global_emissions_dataset
ARM,1863,0.001798,global_emissions_dataset
